,Headline,Day,Date,Timings
298,Chennai Today,Friday,2018-10-19,"['10 a.m.', '11 a.m.', '11.30 a.m.', '6 p.m.', '7 p.m.']"
299,MADURAI TODAY,Thursday,2018-10-18,"['6.30 p.m.', '7 p.m.']"
300,Chennai Today,Wednesday,2018-10-17,['7 p.m.']
301,madurai today for Oct 17 Wednesday,Wednesday,2018-10-17,['7 p.m.']
302,Chennai Today,Tuesday,2018-10-16,['7 p.m.']
303,Madurai today for October 16,Tuesday,2018-10-16,['6.30 p.m.']
304,Chennai Today,Monday,2018-10-15,['7 p.m.']
305,MADURAI TODAY,Monday,2018-10-15,"['7 a.m.', '7 p.m.']"
306,Madurai Today,Saturday,2018-10-13,"['11 a.m.', '6.30 p.m.', '7 p.m.']"
307,engagements,Saturday,2018-10-13,"['7 p.m.', '10.30 a.m.']"
308,Chennai Today,Friday,2018-10-12,"['10.00 a.m.', '11 a.m.', '11.30 a.m.', '6 p.m.', '7 pm.']"
309,Madurai Today,Friday,2018-10-12,"['6.30 p.m.', '7 p.m.']"
310,engagements,Friday,2018-10-12,"['11 a.m.', '11 a.m.', '7 p.m.', '6.00 p.m.']"
311,CHENNAI TODAY,Thursday,2018-10-11,['7 p.m.']
312,Madurai Today,Thursday,2018-10-11,['7 p.m.']
313,engagements,Thursday,2018-10-11,"['7 p.m.', '11.30 a.m.', '7 p.m.', '5 p.m.', '9 a.m.', '6.30 p.m.']"
314,Madurai Today,Wednesday,2018-10-10,"['6.30 p.m.', '7 p.m.']"
315,engagements,Wednesday,2018-10-10,"['10 a.m.', '7 p.m.', '9.30 a.m.', '11 a.m.', '8 p.m.']"
316,Madurai Today,Tuesday,2018-10-09,['6.30 p.m.']
317,engagements,Tuesday,2018-10-09,"['7 p.m.', '11 a.m.', '6.30 p.m.']"
318,Chennai Today,Monday,2018-10-08,['7 p.m.']
319,Madurai Today for October 8,Monday,2018-10-08,"['7 a.m.', '7 p.m.']"
320,Madurai Today,Saturday,2018-10-06,"['11 a.m.', '6.30 p.m.', '7 p.m.']"
321,Madurai today for Oct 5 Friday,Friday,2018-10-05,['7 p.m.']
322,engagements,Friday,2018-10-05,"['9.20 a.m.', '2.30 p.m.', '7 p.m.', '11 a.m.', '11 a.m.', '10 a.m.']"
323,"Engagements in Chennai on October 5, 2018",Thursday,2018-10-04,['7 p.m.']
324,Madurai Today,Thursday,2018-10-04,['7 p.m.']
325,engagements,Thursday,2018-10-04,"['7 p.m.', '10 a.m.', '5 p.m.']"
326,Chennai Today,Wednesday,2018-10-03,['7 p.m.']
327,Madurai today Oct 3 Wednesday,Wednesday,2018-10-03,['7 p.m.']
328,Madurai Today,Tuesday,2018-10-02,"['6.30 p.m.', '7 p.m.']"
329,"Engagements in Chennai on October 1, 2018",Monday,2018-10-01,['7 p.m.']
330,Madurai Today,Monday,2018-10-01,"['7 a.m.', '7 p.m.']"
331,Chennai Today,Friday,2018-09-28,['7 p.m.']
332,engagements,Friday,2018-09-28,"['11.30 a.m.', '7 p.m.', '10 a.m.', '9 a.m.']"
333,Madurai Today,Thursday,2018-09-27,"['7 p.m.', '9.30 a.m.']"
334,engagements,Thursday,2018-09-27,"['6.30 p.m.', '7 p.m.', '10 a.m.', '9 a.m.', '4 p.m.', '10 a.m.']"
335,Chennai Today,Wednesday,2018-09-26,['7 p.m.']
336,Madurai Today,Wednesday,2018-09-26,"['6.30 p.m.', '7 p.m.']"
337,"Engagements in Chennai on September 26, 2018",Tuesday,2018-09-25,['7 p.m.']
338,Chennai Today,Tuesday,2018-09-25,['7 p.m.']
339,Chennai Today,Tuesday,2018-09-25,"['7 p.m.', '6.30 p.m.', '4.30 p.m.', '6.30 p.m.', '7 p.m.', '5 p.m.', '6 p.m.', '10.30 a.m.', '4 p.m.', '1 p.m.', '1.30 p.m.', '9.30 a.m.', '9 a.m.', '9.30 a.m.', '10.30 a.m.', '9.30 a.m.', '5 p.m.', '7 p.m.', '6 p.m.', '7 p.m\r', '7 p.m.']"
340,Madurai Today,Tuesday,2018-09-25,"['6.30 p.m.', '7 p.m.']"
341,engagements,Tuesday,2018-09-25,"['10.30 a.m.', '7 p.m.', '10.30 a.m.', '9 a.m.']"
342,Madurai today for September 24,Monday,2018-09-24,"['7 a.m.', '7 p.m.']"
343,Chennai Today,Sunday,2018-09-23,['7 p.m.']
344,Madurai Today,Saturday,2018-09-22,"['11 a.m.', '6.30 p.m.', '7 p.m.']"
345,engagements,Saturday,2018-09-22,"['10 a.m.', '4 p.m.', '3.30 p.m.', '9 p.m.', '7 p.m.', '9 a.m.', '10 a.m.', '2 p.m.', '7 p.m.', '9 a.m.', '10 a.m.']"
346,Chennai Today,Friday,2018-09-21,"['10.00 a.m.', '11 a.m.', '11.30 a.m.', '6 p.m.', '7 pm.']"
347,Madurai Today,Friday,2018-09-21,"['6.30 p.m.', '7 p.m.']"
348,Chennai Today,Thursday,2018-09-20,['7 p.m.']
349,CHENNAI TODAY,Thursday,2018-09-20,"['7 p.m.', '6.30 p.m.', '11 a.m.', '6.30 p.m.', '9.20 a.m.', '5 p.m.', '8.30 a.m.', '10.30 a.m.', '10.30 a.m.', '10 a.m.', '10 a.m.', '5 p.m.', '6 p.m.', '10 a.m.', '10 a.m.', '3.30 p.m.', '5.30 p.m.', '9 a.m.', '10 a.m.', '9.30 a.m.', '4.30 p.m.', '6.30 p.m.', '7 p.m.', '7 p.m.', '7 p.m.']"
350,Madurai Today,Thursday,2018-09-20,['7 p.m.']
351,engagements,Thursday,2018-09-20,"['10 a.m.', '7 p.m.']"
352,CHENNAI TODAY,Wednesday,2018-09-19,['7 p.m.']
353,Madurai Today,Wednesday,2018-09-19,"['6.30 p.m.', '7 p.m.']"
354,engagements,Wednesday,2018-09-19,"['9.30 a.m.', '10.30 a.m.', '7 p.m.']"
355,Chennai Today,Tuesday,2018-09-18,['7 p.m.']
356,Madurai Today,Tuesday,2018-09-18,"['6.30 p.m.', '7 p.m.']"
357,engagements,Tuesday,2018-09-18,"['7 p.m.', '11 a.m.']"
358,Chennai Today,Monday,2018-09-17,['7 p.m.']
359,Madurai today for September 17,Monday,2018-09-17,"['7 a.m.', '7 p.m.']"
360,Madurai Today,Saturday,2018-09-15,"['11 a.m.', '6.30 p.m.', '7 p.m.']"
361,Madurai Today,Thursday,2018-09-13,"['6.30 p.m.', '7 p.m.']"
362,Madurai today for Sept 12 Wed,Wednesday,2018-09-12,['7 p.m.']
363,Chennai Today,Tuesday,2018-09-11,['7 p.m.']
364,Madurai Today,Tuesday,2018-09-11,"['6.30 p.m.', '7 p.m.']"
365,engagements,Tuesday,2018-09-11,"['7 p.m.', '10.15 a.m.']"
366,Chennai Today - September 10,Monday,2018-09-10,"['6.30 p.m;', '7 p.m.']"
367,Madurai Today for September 10,Monday,2018-09-10,"['7 a.m.', '7 p.m.']"
368,engagements,Saturday,2018-09-08,"['6 p.m.', '6.30 p.m.', '8.30 p.m.', '4.30 p.m.', '9 a.m.', '7 p.m.']"
369,Madurai Today,Saturday,2018-09-08,"['11 a.m.', '6.30 p.m.', '7 p.m.']"
370,Chennai Today,Friday,2018-09-07,"['10.00 a.m.', '11 a.m.', '11.30 a.m.', '6 p.m.', '7 pm.']"
371,Madurai Today,Friday,2018-09-07,"['6.30 p.m.', '7 p.m.']"
372,CHENNAI TODAY,Thursday,2018-09-06,['7 p.m.']
373,CHENNAI TODAY,Thursday,2018-09-06,['7 p.m.']
374,engagements,Thursday,2018-09-06,"['6 p.m.', '6.30 p.m.', '7 p.m.', '6.30 p.m.']"
375,Madurai Today,Wednesday,2018-09-05,"['6.30 p.m.', '7 p.m.']"
376,engagements,Wednesday,2018-09-05,"['6 p.m.', '6.30 p.m.', '11.30 a.m.', '4.30 p.m.', '10 a.m.', '11.15 a.m.', '3.30 p.m.', '4.15 p.m.', '7 p.m.', '6.30 p.m.']"
377,Madurai Today,Tuesday,2018-09-04,"['6.30 p.m.', '7 p.m.']"
378,engagements,Tuesday,2018-09-04,"['6 p.m.', '6.30 p.m.', '11.30 a.m.', '7 p.m.', '6.30 p.m.']"
379,madurai today for Sept 3 Monday,Monday,2018-09-03,"['7 a.m.', '7 p.m.', '7 p.m.']"
380,CHENNAI TODAY,Saturday,2018-09-01,"['10.00 a.m.', '11 a.m.', '11.30 a.m.', '6 p.m.', '7 pm.']"
381,madurai today for Sept 1 (Sat) and Sept 2 (Sun),Saturday,2018-09-01,"['11 a.m.', '6.30 p.m.', '7 p.m.']"
382,engagements,Saturday,2018-09-01,"['6 p.m.', '6.45 p.m.', '10.30 a.m.', '5.30 p.m.', '7 p.m.', '6.30 p.m.', '9.30 a.m.', '3 p.m.']"
383,CHENNAI TODAY,Friday,2018-08-31,['7 p.m.']
384,engagements,Friday,2018-08-31,"['6 p.m.', '6.30 p.m.', '6.45 p.m.', '10.30 a.m.', '7 p.m.', '6.30 p.m.', '3 p.m.']"
385,Madurai Today,Friday,2018-08-31,"['6.30 p.m.', '7 p.m.']"
386,Madurai Today,Thursday,2018-08-30,['7 p.m.']
387,engagements,Thursday,2018-08-30,"['10.00 a.m.', '9 a.m.', '4 p.m.', '7.00 p.m.', '6 p.m.', '6.30 p.m.', '6.00 a.m.']"
388,CHENNAI TODAY,Wednesday,2018-08-29,['7 p.m.']
389,Madurai Today,Wednesday,2018-08-29,"['6.30 p.m.', '7 p.m.']"
390,engagements,Wednesday,2018-08-29,"['11.30 a.m.', '11 a.m.', '7 p.m.']"
391,CHENNAI TODAY,Tuesday,2018-08-28,['7 p.m.']
392,Madurai Today,Tuesday,2018-08-28,"['6.30 p.m.', '7 p.m.']"
393,engagements,Tuesday,2018-08-28,"['9.30 a.m.', '7 p.m.', '7 a.m.', '5.30 p.m.']"
394,Madurai today for August 27,Monday,2018-08-27,"['7 a.m.', '7 p.m.']"
395,Chennai Today,Saturday,2018-08-25,"['10.00 a.m.', '11 a.m.', '11.30 a.m.', '6 p.m.']"
396,engagements,Saturday,2018-08-25,"['7 p.m.', '1.30 p.m.', '5 p.m.', '5 p.m.', '10 a.m.']"
397,Madurai Today,Saturday,2018-08-25,"['11 a.m.', '6.30 p.m.', '7 p.m.']"
398,madurai today for Aug 24 Friday,Friday,2018-08-24,['7 p.m.']
399,CHENNAI TODAY,Thursday,2018-08-23,['7 p.m.']
400,engagements,Thursday,2018-08-23,"['7 p.m.', '10 a.m.', '10 a.m.']"
401,madurai today for aug 23 thursday,Thursday,2018-08-23,['7 p.m.']
402,Madurai Today,Wednesday,2018-08-22,"['6.30 p.m.', '7 p.m.']"
403,engagements,Tuesday,2018-08-21,"['11 a.m.', '7 p.m.']"
404,Madurai Today,Tuesday,2018-08-21,"['6.30 p.m.', '7 p.m.']"
405,madurai today for Monday Aug 20,Monday,2018-08-20,"['7 a.m.', '7 p.m.']"
406,Chennai Today,Saturday,2018-08-18,"['10.30 a.m.', '11 a.m.', '6 p.m.', '7 p.m.']"
407,Madurai today for Aug 18 and 19,Saturday,2018-08-18,"['11 a.m.', '6.30 p.m.', '7 p.m.']"
408,Chennai Today,Thursday,2018-08-16,['7 p.m.']
409,Madurai Today for Thursday August 16,Thursday,2018-08-16,"['7 p.m.', '9 a.m.']"
410,Chennai Today,Thursday,2018-08-16,"['6.30 p.m.', '6.45 p.m.', '6.30 p.m.', '6 p.m.', '6.30 p.m.', '11 a.m.', '6 p.m.', '10 a.m.', '10.30 a.m.', '3.30 p.m.', '1.30 p.m.', '9.30 a.m.', '11 a.m.', '9 a.m.', '11 a.m.', '10 a.m.', '6.30 p.m.', '7 p.m.', '7 p.m.', '7 p.m.']"
411,CHENNAI TODAY,Wednesday,2018-08-15,['7 p.m.']
412,Madurai Today,Wednesday,2018-08-15,"['6.30 p.m.', '7 p.m.']"
413,Madurai Today,Tuesday,2018-08-14,"['6.30 p.m.', '7 p.m.']"
414,Madurai today for August 13,Monday,2018-08-13,"['7 a.m.', '7 p.m.']"
415,Chennai Today,Monday,2018-08-13,"['6.30 p.m.', '7 p.m.']"
416,Madurai Today,Saturday,2018-08-11,"['11 a.m.', '6.30 p.m.', '7 p.m.']"
417,"Chennai Today - August 11, 2018",Friday,2018-08-10,"['10.00 a.m.', '11 a.m.', '11.30 a.m.', '6 p.m.', '7 pm.']"
418,Chennai Today,Friday,2018-08-10,['7 p.m.']
419,Madurai Today for August 10 Friday,Friday,2018-08-10,"['6.30 p.m.', '7 p.m.']"
420,Madurai Today,Thursday,2018-08-09,['7 p.m.']
421,Madurai Today,Wednesday,2018-08-08,"['6.30 p.m.', '7 p.m.']"
422,Madurai Today,Tuesday,2018-08-07,"['6.30 p.m.', '7 p.m.']"
423,Chennai Today,Tuesday,2018-08-07,"['4.30 p.m.', '6.30 p.m.', '5 p.m.', '6.30 p.m.', '5 p.m.', '6.45 p.m.', '6 p.m.', '11 a.m.', '10 a.m.', '10 a.m.', '6 p.m.', '10 a.m.', '10 a.m.', '11 a.m.', '11 a.m.', '6 p.m.', '7 p.m.', '7 p.m.', '7 p.m.']"
424,Madurai Today for August 6,Monday,2018-08-06,"['7 a.m.', '7 p.m.']"
425,Madurai Today,Saturday,2018-08-04,"['9 a.m.', '11 a.m.', '6.30 p.m.', '7 p.m.']"
426,Chennai Today,Friday,2018-08-03,"['11 a.m.', '11 a.m;', '6 p.m.', '7 p.m.']"
427,engagements,Friday,2018-08-03,"['7 p.m.', '5 p.m.', '5 a.m.', '6 a.m.', '6.30 p.m.']"
428,Madurai Today,Friday,2018-08-03,"['6.30 p.m.', '7 p.m.']"
429,Chennai today,Thursday,2018-08-02,['7 p.m.']
430,engagements,Thursday,2018-08-02,"['11 a.m.', '9.30 a.m.', '3 p.m.', '7 p.m.', '5 p.m.', '5 a.m.', '6 a.m.', '6.30 p.m.']"
431,Madurai Today,Thursday,2018-08-02,['7 p.m.']
432,engagements,Wednesday,2018-08-01,"['11 a.m.', '11 a.m.', '7 p.m.', '5 p.m.', '5 a.m.', '6 a.m.', '6.30 p.m.']"
433,Madurai Today,Wednesday,2018-08-01,"['6.30 p.m.', '7 p.m.']"
434,engagements,Tuesday,2018-07-31,"['8.30 a.m.', '1.30 p.m.', '3 p.m.', '7 p.m.', '5 p.m.', '5 a.m.', '6 a.m.', '6.30 p.m.']"
435,Madurai Today,Tuesday,2018-07-31,"['6.30 p.m.', '7 p.m.']"
436,Madurai today for July 29,Monday,2018-07-30,"['7 a.m.', '7 p.m.']"
437,engagements,Saturday,2018-07-28,"['6.30 p.m.', '9.30 a.m.', '4.30 p.m.', '7 p.m.', '5 p.m.', '5 a.m.', '6 a.m.', '6.30 p.m.', '10.30 a.m.']"
438,Madurai Today,Saturday,2018-07-28,"['11 a.m.', '6.30 p.m.', '7 p.m.']"
439,"Engagements in Chennai today - July 28, 2018",Friday,2018-07-27,"['11 a.m.', '11 a.m;', '6 p.m.', '7 p.m.']"
440,enGAGEMENTS,Friday,2018-07-27,"['5 p.m.', '7 p.m.', '5 a.m.', '6 a.m.', '6.30 p.m.']"
441,Madurai Today,Friday,2018-07-27,"['6.30 p.m.', '7 p.m.']"
442,"Engagements in Chennai today - July 27, 2018",Thursday,2018-07-26,"['5 p.m.', '6.45 p.m.', '6.30 p.m.', '6.30 p.m.', '6.30 a.m.', '6.30 p.m.', '10 a.m.', '6 p.m.', '3.30 p.m.', '5.30 p.m.', '2.30 p.m.', '4.30 p.m.', '10 a.m.', '10 a.m.', '6 p.m.', '10 a.m.', '5 p.m.', '9.30 a.m.', '2.30 p.m.', '8.45 a.m.', '10 a.m.', '9.30 a.m.', '10 a.m.', '10 a.m.', '7 p.m.', '7 p.m.', '7 p.m.']"
443,Madurai Today,Thursday,2018-07-26,['7 p.m.']
444,engagements,Thursday,2018-07-26,"['6.30 p.m.', '3 p.m.', '7 p.m.']"
445,engagements,Wednesday,2018-07-25,"['6.30 p.m.', '11.30 a.m.', '7 p.m.']"
446,Madurai Today,Wednesday,2018-07-25,"['6.30 p.m.', '7 p.m.']"
447,Chennai today,Wednesday,2018-07-25,['7 p.m.']
448,engagements,Tuesday,2018-07-24,"['6.30 p.m.', '11.30 a.m.', '7 p.m.', '11 a.m.']"
449,Madurai Today,Tuesday,2018-07-24,"['6.30 p.m.', '7 p.m.']"
450,Chennai Today,Monday,2018-07-23,['7 p.m.']
451,Madurai Today for Monday Jul 23,Monday,2018-07-23,"['7 a.m.', '7 p.m.']"
452,Madurai Today,Saturday,2018-07-21,"['11 a.m.', '6.30 p.m.', '7 p.m.']"
453,Chennai Today,Friday,2018-07-20,"['10.30 a.m.', '11 a.m.', '6 p.m.', '7 p.m.']"
454,enGAGEMENTS,Friday,2018-07-20,"['11 a.m.', '7 p.m.']"
455,Madurai Today,Friday,2018-07-20,"['6.30 p.m.', '7 p.m.']"
456,CHENNAI TODAY,Thursday,2018-07-19,['7 p.m.']
457,Chennai today,Wednesday,2018-07-18,['7 p.m.']
458,Chennai today,Wednesday,2018-07-18,['7 p.m.']
459,engagements,Wednesday,2018-07-18,"['9.30 a.m.', '6 p.m.', '7 p.m.']"
460,Madurai Today,Wednesday,2018-07-18,"['6.30 p.m.', '7 p.m.']"
461,Chennai today,Wednesday,2018-07-18,"['2 p.m.', '4.30 p.m.', '4 p.m.', '11 a.m.', '6 p.m.', '5 p.m.', '9.30 a.m.', '10.30 a.m.', '9 a.m.', '10 a.m.', '10.30 a.m.', '9 a.m.', '10 a.m.', '12.30 p.m.', '10 a.m.', '10 a.m.', '6 p.m.', '2.30 p.m.', '7 p.m.', '5.30 p.m\r', '7 p.m.', '6 p.m.', '7 p.m.']"
462,Chennai Today,Tuesday,2018-07-17,['7 p.m.']
463,Madurai Today,Tuesday,2018-07-17,"['6.30 p.m.', '7 p.m.']"
464,Madurai today,Monday,2018-07-16,"['7 a.m.', '7 p.m.']"
465,Chennai Today,Monday,2018-07-16,"['6 p.m.', '7 p.m.']"
466,engagements,Saturday,2018-07-14,"['5 p.m.', '7 p.m.']"
467,Madurai Today,Saturday,2018-07-14,"['11 a.m.', '6.30 p.m.', '7 p.m.']"
468,engagements,Friday,2018-07-13,"['11 a.m.', '7 p.m.']"
469,Chennai today,Friday,2018-07-13,"['6.30 p.m.', '6.30 p.m.', '6.45 p.m.', '5.30 p.m.', '11 a.m.', '6 p.m.', '7 p.m.', '10 a.m.', '3 p.m.', '10 a.m.', '9 a.m.', '10 a.m.', '9 a.m.', '1.30 p.m.', '3 p.m.', '10 a.m.', '10 a.m.', '10 a.m.', '11 a.m.', '9.30 a.m.', '12.30 p.m.', '3 p.m.', '4 p.m.', '7 p.m.', '7 p.m.', '7 p.m.']"
470,Madurai Today,Friday,2018-07-13,"['6.30 p.m.', '7 p.m.']"
471,Madurai Today,Thursday,2018-07-12,['7 p.m.']
472,ENGAGEMENTS,Thursday,2018-07-12,"['11 a.m.', '7 p.m.']"
473,ENGAGEMENTS,Wednesday,2018-07-11,"['8.30 a.m.', '3.30 p.m.', '7 p.m.', '9.15 a.m.']"
474,Madurai Today,Wednesday,2018-07-11,"['6.30 p.m.', '7 p.m.']"
475,CHENNAI TODAY,Wednesday,2018-07-11,"['11 a.m.', '6.45 p.m\r', '6 p.m.', '6.30 p.m.', '5.30 p.m.', '6.45 p.m.', '5.30 p.m.', '6.45 p.m.', '7 p.m.', '3.30 p.m.', '9.30 a.m.', '10.30 a.m.', '10 a.m.', '4 p.m.', '10.30 a.m.', '5.30 p.m.', '11 a.m.', '7 p.m.', '6 p.m.', '7 p.m.']"
476,engagements,Tuesday,2018-07-10,"['11 a.m.', '7 p.m.']"
477,Madurai Today,Tuesday,2018-07-10,"['6.30 p.m.', '7 p.m.']"
478,Madurai today,Monday,2018-07-09,"['7 a.m.', '7 p.m.']"
479,Chennai Today,Monday,2018-07-09,['7 p.m.']
480,Madurai Today,Saturday,2018-07-07,"['11 a.m.', '6.30 p.m.', '7 p.m.']"
481,Madurai Today,Friday,2018-07-06,['6.30 p.m.']
482,engagements,Friday,2018-07-06,"['9.30 a.m.', '7 p.m.', '11 a.m.']"
483,CHENNAI TODAY,Wednesday,2018-07-04,['7 p.m.']
484,Madurai Today,Wednesday,2018-07-04,"['6.30 p.m.', '7 p.m.']"
485,TVL engagements,Tuesday,2018-07-03,"['7 p.m.', '11 a.m.']"
486,madurai today for Tuesday July 3,Tuesday,2018-07-03,"['7 p.m.', '7 p.m.', '7 p.m.']"
487,MADURAI TODAY,Monday,2018-07-02,"['7 a.m.', '7 p.m.']"
488,Air engagements for Monday July 2,Monday,2018-07-02,['6 p.m.']
489,Madurai Today,Friday,2018-06-29,"['6.30 p.m.', '7 p.m.']"
490,Madurai Today,Friday,2018-06-29,"['6.30 p.m.', '7 p.m.']"
491,engagements,Thursday,2018-06-28,"['9.30 a.m.', '7 p.m.', '6.45 p.m.']"
492,Madurai Today,Wednesday,2018-06-27,"['6.30 p.m.', '7 p.m.']"
493,Madurai Today,Tuesday,2018-06-26,"['6.30 p.m.', '7 p.m.']"
494,Madurai Today,Monday,2018-06-25,"['7 a.m.', '7 p.m.']"
495,Chennai Today,Friday,2018-06-22,"['10.00 a.m.', '11 a.m.', '11.30 a.m.', '6 p.m.', '7 pm.']"
496,Madurai Today,Friday,2018-06-22,"['6.30 p.m.', '7 p.m.']"
497,engagements,Thursday,2018-06-21,"['11 a.m.', '6 a.m.', '7 p.m.']"
498,Today in Chennai,Wednesday,2018-06-20,['7 p.m.']
499,Madurai Today,Wednesday,2018-06-20,"['6.30 p.m.', '7 p.m.']"
500,Madurai Today,Tuesday,2018-06-19,"['6.30 p.m.', '7 p.m.']"
501,CHENNAI TODAY,Tuesday,2018-06-19,['7 p.m.']
502,Madurai Today,Monday,2018-06-18,"['7 a.m.', '7 p.m.']"
503,Madurai Today,Saturday,2018-06-16,"['11 a.m.', '6.30 p.m.', '7 p.m.']"
504,Madurai Today,Friday,2018-06-15,"['6.30 p.m.', '7 p.m.']"
505,CHENNAI TODAY,Thursday,2018-06-14,['7 p.m.']
506,engagements,Thursday,2018-06-14,"['6 p.m.', '7 p.m.', '6.45 p.m.', '10 a.m.']"
507,engagements,Wednesday,2018-06-13,"['6 p.m.', '7 p.m.']"
508,Madurai Today,Tuesday,2018-06-12,"['6.30 p.m.', '7 p.m.']"
509,Madurai today for June 11,Monday,2018-06-11,"['7 a.m.', '7 p.m.']"
510,Madurai Today,Saturday,2018-06-09,"['11 a.m.', '6.30 p.m.', '7 p.m.']"
511,Today in Chennai,Friday,2018-06-08,['7 p.m.']
512,engagements,Friday,2018-06-08,"['6 p.m.', '3 p.m.', '7 p.m.']"
513,Madurai Today,Friday,2018-06-08,"['6.30 p.m.', '7 p.m.']"
514,engagements,Thursday,2018-06-07,"['6 p.m.', '9.30 a.m.', '7 p.m.']"
515,Madurai Today,Wednesday,2018-06-06,"['6.30 p.m.', '7 p.m.']"
516,engagements,Tuesday,2018-06-05,"['6 p.m.', '7 p.m.']"
517,Madurai Today,Tuesday,2018-06-05,"['6.30 p.m.', '7 p.m.']"
518,Madurai Today,Monday,2018-06-04,"['7 a.m.', '7 p.m.']"
519,"Suj/Chennai Today for Monday, June 4/",Monday,2018-06-04,"['6.30 p.m.', '7 p.m.']"
520,engagements,Saturday,2018-06-02,"['6 p.m.', '7 p.m.']"
521,Madurai Today,Saturday,2018-06-02,"['11 a.m.', '6.30 p.m.', '7 p.m.']"
522,Madurai Today,Friday,2018-06-01,"['6.30 p.m.', '7 p.m.']"
523,engagements,Friday,2018-06-01,"['6 p.m.', '7 p.m.']"
524,Madurai Today,Wednesday,2018-05-30,"['6.30 p.m.', '7 p.m.']"
525,engagements,Tuesday,2018-05-29,"['7 p.m.', '11 a.m.']"
526,MADURAI TODAY,Tuesday,2018-05-29,"['6.30 p.m.', '7 p.m.']"
527,Madurai today,Monday,2018-05-28,"['7 a.m.', '7 p.m.']"
528,engagements,Saturday,2018-05-26,"['6 p.m.', '7 p.m.']"
529,Madurai Today for Saturday and Sunday,Saturday,2018-05-26,"['11 a.m.', '6.30 p.m.', '7 p.m.']"
530,Madurai Today,Friday,2018-05-25,"['6.30 p.m.', '7 p.m.']"
531,engagements,Thursday,2018-05-24,"['10 a.m.', '7 p.m.', '5 a.m.', '7 a.m.', '10 a.m.', '3 p.m.', '6.30 p.m.']"
532,Today in Chennai,Thursday,2018-05-24,['7 p.m.']
533,Madurai Today,Wednesday,2018-05-23,"['6.30 p.m.', '7 p.m.']"
534,CHENNAI TODAY,Wednesday,2018-05-23,['7 p.m.']
535,Madurai Today,Tuesday,2018-05-22,"['6.30 p.m.', '7 p.m.']"
536,Engagements,Tuesday,2018-05-22,['7 p.m.']
537,engagements,Tuesday,2018-05-22,"['7 p.m.', '5 a.m.', '7 a.m.', '6.15 p.m.', '11 a.m.']"
538,Madurai today,Monday,2018-05-21,"['7 a.m.', '7 p.m.']"
539,Madurai Today,Saturday,2018-05-19,"['11 a.m.', '6.30 p.m.', '7 p.m.']"
540,engagements,Saturday,2018-05-19,"['10 a.m.', '9.30 p.m.', '7 p.m.', '5 a.m.', '6.30 p.m.']"
541,engagements,Friday,2018-05-18,"['11.30 a.m.', '11 a.m.', '7 p.m.', '5 a.m.', '6.30 p.m.']"
542,Madurai Today,Friday,2018-05-18,"['6.30 p.m.', '7 p.m.']"
543,Engagements,Friday,2018-05-18,['7 p.m.']
544,Madurai Today,Wednesday,2018-05-16,"['6.30 p.m.', '7 p.m.']"
545,engagements,Wednesday,2018-05-16,"['7 p.m.', '5 a.m.', '6.30 p.m.']"
546,engagements,Tuesday,2018-05-15,"['7 p.m.', '5 a.m.', '6 p.m.', '6.30 p.m.', '7 p.m.']"
547,Madurai Today,Tuesday,2018-05-15,"['6.30 p.m.', '7 p.m.']"
548,"Suj/Chennai today for Monday, May 14/",Monday,2018-05-14,"['6.30 p.m.', '7 p.m.', '7 p.m.']"
549,Madurai Today,Monday,2018-05-14,"['7 a.m.', '7 p.m.']"
550,Today in Chennai,Friday,2018-05-11,['7 p.m.']
551,Madurai Today,Wednesday,2018-05-09,"['6.30 p.m.', '7 p.m.']"
552,Madurai Today,Tuesday,2018-05-08,"['6.30 p.m.', '7 p.m.']"
553,Madurai Today,Monday,2018-05-07,"['7 a.m.', '7 p.m.']"
554,Chennai Today (For Engagements) May 7,Monday,2018-05-07,"['6.30 p.m;', '7 p.m.', '7 p.m.']"
555,Madurai Today,Saturday,2018-05-05,"['11 a.m.', '6.30 p.m.', '7 p.m.']"
556,Madurai Today,Friday,2018-05-04,"['6.30 p.m.', '7 p.m.']"
557,engagements,Friday,2018-05-04,"['6 p.m.', '7 p.m.', '11 a.m.']"
558,madurai today for May 2 Wednesday,Wednesday,2018-05-02,"['7 p.m.', '7 p.m.', '7 p.m.']"
559,Madurai Today,Tuesday,2018-05-01,"['6.30 p.m.', '7 p.m.']"
560,"ENGAGEMENTS FOR 30 APRIL, Monday",Monday,2018-04-30,['7 p.m.']
561,Madurai today,Monday,2018-04-30,"['7 a.m.', '7 p.m.']"
562,VKN/CHENNAI TODAY FOR APRIL 28 and 29 (Sat and Sun),Saturday,2018-04-28,"['7 p.m.', '7.30 a.m.', '5 p.m.', '10 a.m.', '7 a.m.', '10 a.m.', '9.30 a.m.', '9 a.m.', '3 p.m\r', '9.30 a.m.', '11 a.m.', '7 p.m.']"
563,Madurai Today,Saturday,2018-04-28,"['11 a.m.', '6.30 p.m.', '7 p.m.']"
564,Madurai Today,Friday,2018-04-27,"['6.30 p.m.', '7 p.m.', '9.05 a.m.', '7.30 p.m.']"
565,Madurai Today,Wednesday,2018-04-25,"['6.30 p.m.', '7 p.m.']"
566,Madurai Today,Tuesday,2018-04-24,"['6.30 p.m.', '7 p.m.']"
567,MRR/CHENNAI TODAY FOR APRIL 24 (TUESDAY) FOR CHENNAI CITY FOR PAGE 4,Tuesday,2018-04-24,['7 p.m.']
